206	1117
426	724
572	24
290	285
429	880
498	1410
572	23
559	1500
811	521
738	897
675	1166
867	331
244	1714
634	1110
793	1441
538	1181
666	877
585	673
583	657
470	396
867	330
191	126
417	1020
645	494
466	888
848	324
827	1188
142	1397
821	1589
579	1462
742	1564
508	725
582	899
687	536
137	398
810	1294
116	1137
702	170
808	8
164	354
564	1100
215	1368
358	1131
767	1021
446	255
295	1323
587	1495
65	1089
50	686
619	94
576	1030
507	917
212	1715
644	579
433	741
57	345
881	1586
2	594
217	171
803	1742
455	109
172	1140
848	326
661	82
843	1269
420	776
665	1141
852	512
183	980
184	1373
520	401
250	51
687	535
787	1158
33	519
862	587
824	1370
526	1611
391	1683
711	1257
849	1385
698	137
654	1207
442	195
332	1235
280	1242
746	924
48	1605
305	1618
469	219
34	165
152	1331
159	185
310	1405
35	552
453	1192
826	996
668	236
513	770
602	261
474	1349
19	391
213	1719
235	182
705	1052
87	713
694	1511
751	605
524	1422
269	1434
130	1119
378	1070
402	570
636	413
375	938
593	1309
612	858
706	1419
388	1214
848	323
326	534
229	1280
12	1711
696	692
265	1749
264	392
592	621
883	989
723	851
124	829
726	291
315	956
134	1570
606	467
221	1179
350	263
853	1175
193	280
758	1044
717	1366
287	1560
274	1277
261	1429
413	865
558	1488
692	525
860	1334
424	1694
803	1743
699	1546
835	1728
381	245
774	234
634	740
170	333
791	1651
831	226
743	379
607	905
887	1541
202	761
494	169
624	1661
673	733
251	704
70	523
611	1067
676	495
586	1689
515	546
762	312
795	894
820	707
374	1671
497	1087
692	526
558	1486
4	1238
688	1508
67	463
679	814
732	443
423	310
881	1587
251	703
43	119
772	230
747	389
619	93
373	460
483	915
283	1237
531	949
542	1013
400	1317
390	958
249	696
342	446
645	492
571	34
160	1575
550	179
341	711
834	1265
313	35
5	1621
641	833
405	1245
633	901
419	472
733	1717
112	545
486	810
75	1282
526	1613
288	1525
379	618
864	1270
861	1450
636	414
886	993
787	1159
235	181
787	1161
731	1195
11	406
823	1167
688	1509
3	955
720	937
833	1033
867	329
748	638
611	1066
533	1517
825	974
559	1501
523	1220
189	1345
848	325
828	72
358	1128
103	115
523	1218
110	1326
307	1641
128	752
411	962
371	66
355	1311
37	487
513	768
669	694
557	940
658	1205
144	1065
805	440
431	1454
174	1253
309	809
765	1324
706	1420
808	7
253	302
277	780
660	737
696	691
255	799
544	1407
466	889
730	0
467	60
813	577
550	178
447	977
388	1212
612	857
810	1292
66	1049
197	164
392	641
664	337
354	652
157	209
268	1396
855	1339
714	1664
100	798
656	355
522	970
724	1507
782	1000
706	1418
742	1565
515	548
776	1061
776	1062
594	97
439	1713
296	1449
54	1180
860	1332
203	562
257	1530
213	1718
879	62
883	987
647	1135
83	1668
706	1416
97	207
271	1720
765	1325
478	37
355	1310
631	1356
686	369
420	775
460	174
464	559
80	122
358	1130
153	222
107	1344
807	1227
699	1545
750	448
387	730
210	486
735	659
752	1646
588	1628
871	1632
361	1403
517	1315
828	76
759	675
714	1663
336	584
320	159
242	1101
791	1650
852	514
828	75
246	1284
273	542
783	933
374	1670
694	1510
353	819
654	1208
289	712
622	964
329	1444
146	1111
584	250
794	294
285	1232
117	1256
132	860
647	1133
616	186
835	1730
73	200
677	1639
810	1291
661	85
799	1518
464	560
209	1362
788	1537
198	288
497	1086
421	1172
96	667
729	1139
444	510
454	607
629	373
668	235
754	850
344	861
94	1336
445	1297
399	909
628	46
447	976
489	1314
578	87
838	1599
535	262
829	1474
56	509
495	28
798	3
476	1506
301	269
449	1122
551	919
86	131
291	518
542	1014
794	295
87	714
831	224
538	1182
389	1658
182	855
80	121
779	662
769	1303
779	660
853	1173
361	1404
346	643
661	83
10	214
770	1697
547	698
167	248
845	108
459	539
829	1475
743	378
179	582
732	442
656	356
79	611
170	332
356	1709
553	1380
868	1145
467	59
819	417
110	1327
104	1156
50	685
638	874
224	1244
102	1421
453	1194
391	1681
121	349
790	1550
625	167
830	625
487	135
827	1187
634	739
305	1619
637	1579
71	95
486	811
551	920
300	1276
554	1352
348	5
536	834
376	1741
782	999
824	1372
219	1103
523	1219
606	471
646	1691
613	503
194	774
299	1104
681	759
510	944
592	619
693	750
319	399
548	300
463	926
694	1512
176	96
31	253
606	468
745	1656
839	385
489	1312
739	1329
839	384
381	246
195	168
125	818
812	838
544	1408
788	1539
119	69
740	404
819	416
571	33
860	1333
300	1274
492	655
741	645
857	350
131	1113
565	844
410	1307
682	188
502	70
760	1200
285	1234
862	586
450	268
591	1259
430	1010
165	1584
462	1358
857	351
221	1178
574	867
882	105
393	1186
158	387
85	1098
123	1496
629	374
173	508
539	1038
48	1604
873	1012
288	1524
84	992
449	1125
547	699
558	1487
295	1322
504	622
328	142
786	1626
373	461
576	1031
778	411
700	1392
554	1354
204	569
583	656
874	44
852	515
6	597
621	885
851	91
168	421
878	428
344	862
150	203
652	678
465	317
815	1471
798	2
173	507
620	1184
582	900
561	1024
670	743
802	1490
442	197
331	101
410	1306
325	793
798	4
222	1577
726	293
512	1081
527	134
300	1275
523	1221
279	1202
278	912
792	1176
408	1094
331	103
636	412
211	670
554	1353
736	529
691	12
129	455
779	663
1	430
578	89
597	898
785	1047
322	193
844	272
617	40
638	873
670	742
461	572
540	946
241	783
520	402
276	1252
326	533
667	1594
676	497
276	1251
606	466
880	78
88	1414
849	1388
63	375
396	1596
684	1040
726	290
637	1072
552	257
294	1703
313	36
44	848
147	434
316	1478
833	1035
140	127
529	1710
835	1726
409	634
429	879
647	1132
369	380
837	1739
727	284
200	1576
347	501
705	1053
405	1246
847	1077
638	872
799	1520
474	1350
772	231
741	646
810	1295
652	679
364	464
653	1149
832	1393
431	1455
311	1147
237	41
27	274
90	111
601	490
46	904
98	1378
624	1660
265	1746
486	812
824	1371
800	1573
197	163
716	947
869	557
498	1413
177	297
140	128
443	982
344	863
653	1148
827	1189
263	1514
750	449
590	1483
194	773
258	1209
458	541
504	623
458	540
24	1706
383	1568
663	206
387	729
490	1552
57	344
23	963
427	1055
237	42
641	832
737	1443
